ds,county,y
2022-07-01,Caldwell,128
2022-07-01,Davidson,219
2022-07-01,Durham,306
2022-07-01,Mecklenburg,1272
2022-07-01,Pitt,204
2022-07-02,Cabarrus,292
2022-07-02,Caldwell,141
2022-07-02,Davidson,241
2022-07-02,Durham,336
2022-07-02,Mecklenburg,1399
2022-07-02,Pitt,225
2022-07-03,Cabarrus,318
2022-07-03,Caldwell,154
2022-07-03,Davidson,263
2022-07-03,Durham,367
2022-07-03,Mecklenburg,1527
2022-07-03,Pitt,245
2022-07-04,Cabarrus,305
2022-07-04,Caldwell,147
2022-07-04,Davidson,252
2022-07-04,Durham,352
2022-07-04,Mecklenburg,1463
2022-07-04,Pitt,235
2022-07-05,Cabarrus,278
2022-07-05,Caldwell,134
2022-07-05,Davidson,230
2022-07-05,Durham,321
2022-07-05,Mecklenburg,1336
2022-07-05,Pitt,215
2022-07-06,Cabarrus,252
2022-07-06,Caldwell,122
2022-07-06,Davidson,208
2022-07-06,Durham,290
2022-07-06,Mecklenburg,1209
2022-07-06,Pitt,194
2022-07-07,Cabarrus,265
2022-07-07,Caldwell,128
2022-07-07,Davidson,219
2022-07-07,Durham,306
2022-07-07,Mecklenburg,1272
2022-07-07,Pitt,204
2022-07-08,Cabarrus,265
2022-07-08,Caldwell,128
2022-07-08,Davidson,219
2022-07-08,Durham,306
2022-07-08,Mecklenburg,1272
2022-07-08,Pitt,204
2022-07-09,Cabarrus,292
2022-07-09,Caldwell,141
2022-07-09,Davidson,241
2022-07-09,Durham,336
2022-07-09,Mecklenburg,1399
2022-07-09,Pitt,225
2022-07-10,Cabarrus,318
2022-07-10,Caldwell,154
2022-07-10,Davidson,263
2022-07-10,Durham,367
2022-07-10,Mecklenburg,1527
2022-07-10,Pitt,245
2022-07-11,Cabarrus,305
2022-07-11,Caldwell,147
2022-07-11,Davidson,252
2022-07-11,Durham,352
2022-07-11,Mecklenburg,1463
2022-07-11,Pitt,235
2022-07-12,Cabarrus,278
2022-07-12,Caldwell,134
2022-07-12,Davidson,230
2022-07-12,Durham,321
2022-07-12,Mecklenburg,1336
2022-07-12,Pitt,215
2022-07-13,Cabarrus,252
2022-07-13,Caldwell,122
2022-07-13,Davidson,208
2022-07-13,Durham,290
2022-07-13,Mecklenburg,1209
2022-07-13,Pitt,194
2022-07-14,Cabarrus,265
2022-07-14,Caldwell,128
2022-07-14,Davidson,219
2022-07-14,Durham,306
2022-07-14,Mecklenburg,1272
2022-07-14,Pitt,204
2022-07-15,Cabarrus,265
2022-07-15,Caldwell,128
2022-07-15,Davidson,219
2022-07-15,Durham,306
2022-07-15,Mecklenburg,1272
2022-07-15,Pitt,204
2022-07-16,Cabarrus,292
2022-07-16,Caldwell,141
2022-07-16,Davidson,241
2022-07-16,Durham,336
2022-07-16,Mecklenburg,1399
2022-07-16,Pitt,225
2022-07-17,Cabarrus,318
2022-07-17,Caldwell,154
2022-07-17,Davidson,263
2022-07-17,Durham,367
2022-07-17,Mecklenburg,1527
2022-07-17,Pitt,245
2022-07-18,Cabarrus,305
2022-07-18,Caldwell,147
2022-07-18,Davidson,252
2022-07-18,Durham,352
2022-07-18,Mecklenburg,1463
2022-07-18,Pitt,235
2022-07-19,Cabarrus,278
2022-07-19,Caldwell,134
2022-07-19,Davidson,230
2022-07-19,Durham,321
2022-07-19,Mecklenburg,1336
2022-07-19,Pitt,215
2022-07-20,Cabarrus,252
2022-07-20,Caldwell,122
2022-07-20,Davidson,208
2022-07-20,Durham,290
2022-07-20,Mecklenburg,1209
2022-07-20,Pitt,194
2022-07-21,Cabarrus,265
2022-07-21,Caldwell,128
2022-07-21,Davidson,219
2022-07-21,Durham,306
2022-07-21,Mecklenburg,1272
2022-07-21,Pitt,204
2022-07-22,Cabarrus,265
2022-07-22,Caldwell,128
2022-07-22,Davidson,219
2022-07-22,Durham,306
2022-07-22,Mecklenburg,1272
2022-07-22,Pitt,204
2022-07-23,Cabarrus,292
2022-07-23,Caldwell,141
2022-07-23,Davidson,241
2022-07-23,Durham,336
2022-07-23,Mecklenburg,1399
2022-07-23,Pitt,225
2022-07-24,Cabarrus,318
2022-07-24,Caldwell,154
2022-07-24,Davidson,263
2022-07-24,Durham,367
2022-07-24,Mecklenburg,1527
2022-07-24,Pitt,245
2022-07-25,Cabarrus,305
2022-07-25,Caldwell,147
2022-07-25,Davidson,252
2022-07-25,Durham,352
2022-07-25,Mecklenburg,1463
2022-07-25,Pitt,235
2022-07-26,Cabarrus,278
2022-07-26,Caldwell,134
2022-07-26,Davidson,230
2022-07-26,Durham,321
2022-07-26,Mecklenburg,1336
2022-07-26,Pitt,215
2022-07-27,Cabarrus,252
2022-07-27,Caldwell,122
2022-07-27,Davidson,208
2022-07-27,Durham,290
2022-07-27,Mecklenburg,1209
2022-07-27,Pitt,194
2022-07-28,Cabarrus,265
2022-07-28,Caldwell,128
2022-07-28,Davidson,219
2022-07-28,Durham,306
2022-07-28,Mecklenburg,1272
2022-07-28,Pitt,204
2022-07-29,Cabarrus,265
2022-07-29,Caldwell,128
2022-07-29,Davidson,219
2022-07-29,Durham,306
2022-07-29,Mecklenburg,1272
2022-07-29,Pitt,204
2022-07-30,Cabarrus,292
2022-07-30,Caldwell,141
2022-07-30,Davidson,241
2022-07-30,Durham,336
2022-07-30,Mecklenburg,1399
2022-07-30,Pitt,225
2022-07-31,Cabarrus,318
2022-07-31,Caldwell,154
2022-07-31,Davidson,263
2022-07-31,Durham,367
2022-07-31,Mecklenburg,1527
2022-07-31,Pitt,245
2022-08-01,Cabarrus,306
2022-08-01,Caldwell,152
2022-08-01,Davidson,247
2022-08-01,Durham,349
2022-08-01,Mecklenburg,1379
2022-08-01,Pitt,235
2022-08-02,Cabarrus,280
2022-08-02,Caldwell,139
2022-08-02,Davidson,225
2022-08-02,Durham,319
2022-08-02,Mecklenburg,1259
2022-08-02,Pitt,214
2022-08-03,Cabarrus,253
2022-08-03,Caldwell,126
2022-08-03,Davidson,204
2022-08-03,Durham,288
2022-08-03,Mecklenburg,1139
2022-08-03,Pitt,194
2022-08-04,Cabarrus,266
2022-08-04,Caldwell,132
2022-08-04,Davidson,215
2022-08-04,Durham,303
2022-08-04,Mecklenburg,1199
2022-08-04,Pitt,204
2022-08-05,Cabarrus,266
2022-08-05,Caldwell,132
2022-08-05,Davidson,215
2022-08-05,Durham,303
2022-08-05,Mecklenburg,1199
2022-08-05,Pitt,204
2022-08-06,Cabarrus,293
2022-08-06,Caldwell,146
2022-08-06,Davidson,236
2022-08-06,Durham,334
2022-08-06,Mecklenburg,1319
2022-08-06,Pitt,224
2022-08-07,Cabarrus,320
2022-08-07,Caldwell,159
2022-08-07,Davidson,258
2022-08-07,Durham,364
2022-08-07,Mecklenburg,1439
2022-08-07,Pitt,245
2022-08-08,Cabarrus,306
2022-08-08,Caldwell,152
2022-08-08,Davidson,247
2022-08-08,Durham,349
2022-08-08,Mecklenburg,1379
2022-08-08,Pitt,235
2022-08-09,Cabarrus,280
2022-08-09,Caldwell,139
2022-08-09,Davidson,225
2022-08-09,Durham,319
2022-08-09,Mecklenburg,1259
2022-08-09,Pitt,214
2022-08-10,Cabarrus,253
2022-08-10,Caldwell,126
2022-08-10,Davidson,204
2022-08-10,Durham,288
2022-08-10,Mecklenburg,1139
2022-08-10,Pitt,194
2022-08-11,Cabarrus,266
2022-08-11,Caldwell,132
2022-08-11,Davidson,215
2022-08-11,Durham,303
2022-08-11,Mecklenburg,1199
2022-08-11,Pitt,204
2022-08-12,Cabarrus,266
2022-08-12,Caldwell,132
2022-08-12,Davidson,215
2022-08-12,Durham,303
2022-08-12,Mecklenburg,1199
2022-08-12,Pitt,204
2022-08-13,Cabarrus,293
2022-08-13,Caldwell,146
2022-08-13,Davidson,236
2022-08-13,Durham,334
2022-08-13,Mecklenburg,1319
2022-08-13,Pitt,224
2022-08-14,Cabarrus,320
2022-08-14,Caldwell,159
2022-08-14,Davidson,258
2022-08-14,Durham,364
2022-08-14,Mecklenburg,1439
2022-08-14,Pitt,245
2022-08-15,Cabarrus,306
2022-08-15,Caldwell,152
2022-08-15,Davidson,247
2022-08-15,Durham,349
2022-08-15,Mecklenburg,1379
2022-08-15,Pitt,235
2022-08-16,Cabarrus,280
2022-08-16,Caldwell,139
2022-08-16,Davidson,225
2022-08-16,Durham,319
2022-08-16,Mecklenburg,1259
2022-08-16,Pitt,214
2022-08-17,Cabarrus,253
2022-08-17,Caldwell,126
2022-08-17,Davidson,204
2022-08-17,Durham,288
2022-08-17,Mecklenburg,1139
2022-08-17,Pitt,194
2022-08-18,Cabarrus,266
2022-08-18,Caldwell,132
2022-08-18,Davidson,215
2022-08-18,Durham,303
2022-08-18,Mecklenburg,1199
2022-08-18,Pitt,204
2022-08-19,Cabarrus,266
2022-08-19,Caldwell,132
2022-08-19,Davidson,215
2022-08-19,Durham,303
2022-08-19,Mecklenburg,1199
2022-08-19,Pitt,204
2022-08-20,Cabarrus,293
2022-08-20,Caldwell,146
2022-08-20,Davidson,236
2022-08-20,Durham,334
2022-08-20,Mecklenburg,1319
2022-08-20,Pitt,224
2022-08-21,Cabarrus,320
2022-08-21,Caldwell,159
2022-08-21,Davidson,258
2022-08-21,Durham,364
2022-08-21,Mecklenburg,1439
2022-08-21,Pitt,245
2022-08-22,Cabarrus,306
2022-08-22,Caldwell,152
2022-08-22,Davidson,247
2022-08-22,Durham,349
2022-08-22,Mecklenburg,1379
2022-08-22,Pitt,235
2022-08-23,Cabarrus,280
2022-08-23,Caldwell,139
2022-08-23,Davidson,225
2022-08-23,Durham,319
2022-08-23,Mecklenburg,1259
2022-08-23,Pitt,214
2022-08-24,Cabarrus,253
2022-08-24,Caldwell,126
2022-08-24,Davidson,204
2022-08-24,Durham,288
2022-08-24,Mecklenburg,1139
2022-08-24,Pitt,194
2022-08-25,Cabarrus,266
2022-08-25,Caldwell,132
2022-08-25,Davidson,215
2022-08-25,Durham,303
2022-08-25,Mecklenburg,1199
2022-08-25,Pitt,204
2022-08-26,Cabarrus,266
2022-08-26,Caldwell,132
2022-08-26,Davidson,215
2022-08-26,Durham,303
2022-08-26,Mecklenburg,1199
2022-08-26,Pitt,204
2022-08-27,Cabarrus,293
2022-08-27,Caldwell,146
2022-08-27,Davidson,236
2022-08-27,Durham,334
2022-08-27,Mecklenburg,1319
2022-08-27,Pitt,224
2022-08-28,Cabarrus,320
2022-08-28,Caldwell,159
2022-08-28,Davidson,258
2022-08-28,Durham,364
2022-08-28,Mecklenburg,1439
2022-08-28,Pitt,245
2022-08-29,Cabarrus,306
2022-08-29,Caldwell,152
2022-08-29,Davidson,247
2022-08-29,Durham,349
2022-08-29,Mecklenburg,1379
2022-08-29,Pitt,235
2022-08-30,Cabarrus,280
2022-08-30,Caldwell,139
2022-08-30,Davidson,225
2022-08-30,Durham,319
2022-08-30,Mecklenburg,1259
2022-08-30,Pitt,214
2022-08-31,Cabarrus,253
2022-08-31,Caldwell,126
2022-08-31,Davidson,204
2022-08-31,Durham,288
2022-08-31,Mecklenburg,1139
2022-08-31,Pitt,194
2022-09-01,Cabarrus,276
2022-09-01,Caldwell,124
2022-09-01,Davidson,227
2022-09-01,Durham,302
2022-09-01,Mecklenburg,1296
2022-09-01,Pitt,217
2022-09-02,Cabarrus,276
2022-09-02,Caldwell,124
2022-09-02,Davidson,227
2022-09-02,Durham,302
2022-09-02,Mecklenburg,1296
2022-09-02,Pitt,217
2022-09-03,Cabarrus,304
2022-09-03,Caldwell,136
2022-09-03,Davidson,250
2022-09-03,Durham,332
2022-09-03,Mecklenburg,1425
2022-09-03,Pitt,239
2022-09-04,Cabarrus,331
2022-09-04,Caldwell,148
2022-09-04,Davidson,273
2022-09-04,Durham,363
2022-09-04,Mecklenburg,1555
2022-09-04,Pitt,261
2022-09-05,Cabarrus,317
2022-09-05,Caldwell,142
2022-09-05,Davidson,262
2022-09-05,Durham,348
2022-09-05,Mecklenburg,1490
2022-09-05,Pitt,250
2022-09-06,Cabarrus,290
2022-09-06,Caldwell,130
2022-09-06,Davidson,239
2022-09-06,Durham,317
2022-09-06,Mecklenburg,1361
2022-09-06,Pitt,228
2022-09-07,Cabarrus,262
2022-09-07,Caldwell,117
2022-09-07,Davidson,216
2022-09-07,Durham,287
2022-09-07,Mecklenburg,1231
2022-09-07,Pitt,207
2022-09-08,Cabarrus,276
2022-09-08,Caldwell,124
2022-09-08,Davidson,227
2022-09-08,Durham,302
2022-09-08,Mecklenburg,1296
2022-09-08,Pitt,217
2022-09-09,Cabarrus,276
2022-09-09,Caldwell,124
2022-09-09,Davidson,227
2022-09-09,Durham,302
2022-09-09,Mecklenburg,1296
2022-09-09,Pitt,217
2022-09-10,Cabarrus,304
2022-09-10,Caldwell,136
2022-09-10,Davidson,250
2022-09-10,Durham,332
2022-09-10,Mecklenburg,1425
2022-09-10,Pitt,239
2022-09-11,Cabarrus,331
2022-09-11,Caldwell,148
2022-09-11,Davidson,273
2022-09-11,Durham,363
2022-09-11,Mecklenburg,1555
2022-09-11,Pitt,261
2022-09-12,Cabarrus,317
2022-09-12,Caldwell,142
2022-09-12,Davidson,262
2022-09-12,Durham,348
2022-09-12,Mecklenburg,1490
2022-09-12,Pitt,250
2022-09-13,Cabarrus,290
2022-09-13,Caldwell,130
2022-09-13,Davidson,239
2022-09-13,Durham,317
2022-09-13,Mecklenburg,1361
2022-09-13,Pitt,228
2022-09-14,Cabarrus,262
2022-09-14,Caldwell,117
2022-09-14,Davidson,216
2022-09-14,Durham,287
2022-09-14,Mecklenburg,1231
2022-09-14,Pitt,207
2022-09-15,Cabarrus,276
2022-09-15,Caldwell,124
2022-09-15,Davidson,227
2022-09-15,Durham,302
2022-09-15,Mecklenburg,1296
2022-09-15,Pitt,217
2022-09-16,Cabarrus,276
2022-09-16,Caldwell,124
2022-09-16,Davidson,227
2022-09-16,Durham,302
2022-09-16,Mecklenburg,1296
2022-09-16,Pitt,217
2022-09-17,Cabarrus,304
2022-09-17,Caldwell,136
2022-09-17,Davidson,250
2022-09-17,Durham,332
2022-09-17,Mecklenburg,1425
2022-09-17,Pitt,239
2022-09-18,Cabarrus,331
2022-09-18,Caldwell,148
2022-09-18,Davidson,273
2022-09-18,Durham,363
2022-09-18,Mecklenburg,1555
2022-09-18,Pitt,261
2022-09-19,Cabarrus,317
2022-09-19,Caldwell,142
2022-09-19,Davidson,262
2022-09-19,Durham,348
2022-09-19,Mecklenburg,1490
2022-09-19,Pitt,250
2022-09-20,Cabarrus,290
2022-09-20,Caldwell,130
2022-09-20,Davidson,239
2022-09-20,Durham,317
2022-09-20,Mecklenburg,1361
2022-09-20,Pitt,228
2022-09-21,Cabarrus,262
2022-09-21,Caldwell,117
2022-09-21,Davidson,216
2022-09-21,Durham,287
2022-09-21,Mecklenburg,1231
2022-09-21,Pitt,207
2022-09-22,Cabarrus,276
2022-09-22,Caldwell,124
2022-09-22,Davidson,227
2022-09-22,Durham,302
2022-09-22,Mecklenburg,1296
2022-09-22,Pitt,217
2022-09-23,Cabarrus,276
2022-09-23,Caldwell,124
2022-09-23,Davidson,227
2022-09-23,Durham,302
2022-09-23,Mecklenburg,1296
2022-09-23,Pitt,217
2022-09-24,Cabarrus,304
2022-09-24,Caldwell,136
2022-09-24,Davidson,250
2022-09-24,Durham,332
2022-09-24,Mecklenburg,1425
2022-09-24,Pitt,239
2022-09-25,Cabarrus,331
2022-09-25,Caldwell,148
2022-09-25,Davidson,273
2022-09-25,Durham,363
2022-09-25,Mecklenburg,1555
2022-09-25,Pitt,261
2022-09-26,Cabarrus,317
2022-09-26,Caldwell,142
2022-09-26,Davidson,262
2022-09-26,Durham,348
2022-09-26,Mecklenburg,1490
2022-09-26,Pitt,250
2022-09-27,Cabarrus,290
2022-09-27,Caldwell,130
2022-09-27,Davidson,239
2022-09-27,Durham,317
2022-09-27,Mecklenburg,1361
2022-09-27,Pitt,228
2022-09-28,Cabarrus,262
2022-09-28,Caldwell,117
2022-09-28,Davidson,216
2022-09-28,Durham,287
2022-09-28,Mecklenburg,1231
2022-09-28,Pitt,207
2022-09-29,Cabarrus,276
2022-09-29,Caldwell,124
2022-09-29,Davidson,227
2022-09-29,Durham,302
2022-09-29,Mecklenburg,1296
2022-09-29,Pitt,217
2022-09-30,Cabarrus,276
2022-09-30,Caldwell,124
2022-09-30,Davidson,227
2022-09-30,Durham,302
2022-09-30,Mecklenburg,1296
2022-09-30,Pitt,217
2022-10-01,Cabarrus,318
2022-10-01,Caldwell,145
2022-10-01,Davidson,258
2022-10-01,Durham,329
2022-10-01,Mecklenburg,1495
2022-10-01,Pitt,243
2022-10-02,Cabarrus,347
2022-10-02,Caldwell,159
2022-10-02,Davidson,282
2022-10-02,Durham,359
2022-10-02,Mecklenburg,1631
2022-10-02,Pitt,265
2022-10-03,Cabarrus,333
2022-10-03,Caldwell,152
2022-10-03,Davidson,270
2022-10-03,Durham,344
2022-10-03,Mecklenburg,1563
2022-10-03,Pitt,254
2022-10-04,Cabarrus,304
2022-10-04,Caldwell,139
2022-10-04,Davidson,246
2022-10-04,Durham,314
2022-10-04,Mecklenburg,1427
2022-10-04,Pitt,232
2022-10-05,Cabarrus,275
2022-10-05,Caldwell,126
2022-10-05,Davidson,223
2022-10-05,Durham,284
2022-10-05,Mecklenburg,1291
2022-10-05,Pitt,210
2022-10-06,Cabarrus,289
2022-10-06,Caldwell,132
2022-10-06,Davidson,235
2022-10-06,Durham,299
2022-10-06,Mecklenburg,1359
2022-10-06,Pitt,221
2022-10-07,Cabarrus,289
2022-10-07,Caldwell,132
2022-10-07,Davidson,235
2022-10-07,Durham,299
2022-10-07,Mecklenburg,1359
2022-10-07,Pitt,221
2022-10-08,Cabarrus,318
2022-10-08,Caldwell,145
2022-10-08,Davidson,258
2022-10-08,Durham,329
2022-10-08,Mecklenburg,1495
2022-10-08,Pitt,243
2022-10-09,Cabarrus,347
2022-10-09,Caldwell,159
2022-10-09,Davidson,282
2022-10-09,Durham,359
2022-10-09,Mecklenburg,1631
2022-10-09,Pitt,265
2022-10-10,Cabarrus,333
2022-10-10,Caldwell,152
2022-10-10,Davidson,270
2022-10-10,Durham,344
2022-10-10,Mecklenburg,1563
2022-10-10,Pitt,254
2022-10-11,Cabarrus,304
2022-10-11,Caldwell,139
2022-10-11,Davidson,246
2022-10-11,Durham,314
2022-10-11,Mecklenburg,1427
2022-10-11,Pitt,232
2022-10-12,Cabarrus,275
2022-10-12,Caldwell,126
2022-10-12,Davidson,223
2022-10-12,Durham,284
2022-10-12,Mecklenburg,1291
2022-10-12,Pitt,210
2022-10-13,Cabarrus,289
2022-10-13,Caldwell,132
2022-10-13,Davidson,235
2022-10-13,Durham,299
2022-10-13,Mecklenburg,1359
2022-10-13,Pitt,221
2022-10-14,Cabarrus,289
2022-10-14,Caldwell,132
2022-10-14,Davidson,235
2022-10-14,Durham,299
2022-10-14,Mecklenburg,1359
2022-10-14,Pitt,221
2022-10-15,Cabarrus,318
2022-10-15,Caldwell,145
2022-10-15,Davidson,258
2022-10-15,Durham,329
2022-10-15,Mecklenburg,1495
2022-10-15,Pitt,243
2022-10-16,Cabarrus,347
2022-10-16,Caldwell,159
2022-10-16,Davidson,282
2022-10-16,Durham,359
2022-10-16,Mecklenburg,1631
2022-10-16,Pitt,265
2022-10-17,Cabarrus,333
2022-10-17,Caldwell,152
2022-10-17,Davidson,270
2022-10-17,Durham,344
2022-10-17,Mecklenburg,1563
2022-10-17,Pitt,254
2022-10-18,Cabarrus,304
2022-10-18,Caldwell,139
2022-10-18,Davidson,246
2022-10-18,Durham,314
2022-10-18,Mecklenburg,1427
2022-10-18,Pitt,232
2022-10-19,Cabarrus,275
2022-10-19,Caldwell,126
2022-10-19,Davidson,223
2022-10-19,Durham,284
2022-10-19,Mecklenburg,1291
2022-10-19,Pitt,210
2022-10-20,Cabarrus,289
2022-10-20,Caldwell,132
2022-10-20,Davidson,235
2022-10-20,Durham,299
2022-10-20,Mecklenburg,1359
2022-10-20,Pitt,221
2022-10-21,Cabarrus,289
2022-10-21,Caldwell,132
2022-10-21,Davidson,235
2022-10-21,Durham,299
2022-10-21,Mecklenburg,1359
2022-10-21,Pitt,221
2022-10-22,Cabarrus,318
2022-10-22,Caldwell,145
2022-10-22,Davidson,258
2022-10-22,Durham,329
2022-10-22,Mecklenburg,1495
2022-10-22,Pitt,243
2022-10-23,Cabarrus,347
2022-10-23,Caldwell,159
2022-10-23,Davidson,282
2022-10-23,Durham,359
2022-10-23,Mecklenburg,1631
2022-10-23,Pitt,265
2022-10-24,Cabarrus,333
2022-10-24,Caldwell,152
2022-10-24,Davidson,270
2022-10-24,Durham,344
2022-10-24,Mecklenburg,1563
2022-10-24,Pitt,254
2022-10-25,Cabarrus,304
2022-10-25,Caldwell,139
2022-10-25,Davidson,246
2022-10-25,Durham,314
2022-10-25,Mecklenburg,1427
2022-10-25,Pitt,232
2022-10-26,Cabarrus,275
2022-10-26,Caldwell,126
2022-10-26,Davidson,223
2022-10-26,Durham,284
2022-10-26,Mecklenburg,1291
2022-10-26,Pitt,210
2022-10-27,Cabarrus,289
2022-10-27,Caldwell,132
2022-10-27,Davidson,235
2022-10-27,Durham,299
2022-10-27,Mecklenburg,1359
2022-10-27,Pitt,221
2022-10-28,Cabarrus,289
2022-10-28,Caldwell,132
2022-10-28,Davidson,235
2022-10-28,Durham,299
2022-10-28,Mecklenburg,1359
2022-10-28,Pitt,221
2022-10-29,Cabarrus,318
2022-10-29,Caldwell,145
2022-10-29,Davidson,258
2022-10-29,Durham,329
2022-10-29,Mecklenburg,1495
2022-10-29,Pitt,243
2022-10-30,Cabarrus,347
2022-10-30,Caldwell,159
2022-10-30,Davidson,282
2022-10-30,Durham,359
2022-10-30,Mecklenburg,1631
2022-10-30,Pitt,265
2022-10-31,Cabarrus,333
2022-10-31,Caldwell,152
2022-10-31,Davidson,270
2022-10-31,Durham,344
2022-10-31,Mecklenburg,1563
2022-10-31,Pitt,254
2022-11-01,Cabarrus,338
2022-11-01,Caldwell,141
2022-11-01,Davidson,258
2022-11-01,Durham,345
2022-11-01,Mecklenburg,1572
2022-11-01,Pitt,260
2022-11-02,Cabarrus,306
2022-11-02,Caldwell,128
2022-11-02,Davidson,233
2022-11-02,Durham,313
2022-11-02,Mecklenburg,1422
2022-11-02,Pitt,235
2022-11-03,Cabarrus,322
2022-11-03,Caldwell,134
2022-11-03,Davidson,245
2022-11-03,Durham,329
2022-11-03,Mecklenburg,1497
2022-11-03,Pitt,247
2022-11-04,Cabarrus,322
2022-11-04,Caldwell,134
2022-11-04,Davidson,245
2022-11-04,Durham,329
2022-11-04,Mecklenburg,1497
2022-11-04,Pitt,247
2022-11-05,Cabarrus,355
2022-11-05,Caldwell,148
2022-11-05,Davidson,270
2022-11-05,Durham,362
2022-11-05,Mecklenburg,1646
2022-11-05,Pitt,272
2022-11-06,Cabarrus,387
2022-11-06,Caldwell,161
2022-11-06,Davidson,295
2022-11-06,Durham,395
2022-11-06,Mecklenburg,1796
2022-11-06,Pitt,297
2022-11-07,Cabarrus,371
2022-11-07,Caldwell,154
2022-11-07,Davidson,282
2022-11-07,Durham,378
2022-11-07,Mecklenburg,1721
2022-11-07,Pitt,284
2022-11-08,Cabarrus,338
2022-11-08,Caldwell,141
2022-11-08,Davidson,258
2022-11-08,Durham,345
2022-11-08,Mecklenburg,1572
2022-11-08,Pitt,260
2022-11-09,Cabarrus,306
2022-11-09,Caldwell,128
2022-11-09,Davidson,233
2022-11-09,Durham,313
2022-11-09,Mecklenburg,1422
2022-11-09,Pitt,235
2022-11-10,Cabarrus,322
2022-11-10,Caldwell,134
2022-11-10,Davidson,245
2022-11-10,Durham,329
2022-11-10,Mecklenburg,1497
2022-11-10,Pitt,247
2022-11-11,Cabarrus,322
2022-11-11,Caldwell,134
2022-11-11,Davidson,245
2022-11-11,Durham,329
2022-11-11,Mecklenburg,1497
2022-11-11,Pitt,247
2022-11-12,Cabarrus,355
2022-11-12,Caldwell,148
2022-11-12,Davidson,270
2022-11-12,Durham,362
2022-11-12,Mecklenburg,1646
2022-11-12,Pitt,272
2022-11-13,Cabarrus,387
2022-11-13,Caldwell,161
2022-11-13,Davidson,295
2022-11-13,Durham,395
2022-11-13,Mecklenburg,1796
2022-11-13,Pitt,297
2022-11-14,Cabarrus,371
2022-11-14,Caldwell,154
2022-11-14,Davidson,282
2022-11-14,Durham,378
2022-11-14,Mecklenburg,1721
2022-11-14,Pitt,284
2022-11-15,Cabarrus,338
2022-11-15,Caldwell,141
2022-11-15,Davidson,258
2022-11-15,Durham,345
2022-11-15,Mecklenburg,1572
2022-11-15,Pitt,260
2022-11-16,Cabarrus,306
2022-11-16,Caldwell,128
2022-11-16,Davidson,233
2022-11-16,Durham,313
2022-11-16,Mecklenburg,1422
2022-11-16,Pitt,235
2022-11-17,Cabarrus,322
2022-11-17,Caldwell,134
2022-11-17,Davidson,245
2022-11-17,Durham,329
2022-11-17,Mecklenburg,1497
2022-11-17,Pitt,247
2022-11-18,Cabarrus,322
2022-11-18,Caldwell,134
2022-11-18,Davidson,245
2022-11-18,Durham,329
2022-11-18,Mecklenburg,1497
2022-11-18,Pitt,247
2022-11-19,Cabarrus,355
2022-11-19,Caldwell,148
2022-11-19,Davidson,270
2022-11-19,Durham,362
2022-11-19,Mecklenburg,1646
2022-11-19,Pitt,272
2022-11-20,Cabarrus,387
2022-11-20,Caldwell,161
2022-11-20,Davidson,295
2022-11-20,Durham,395
2022-11-20,Mecklenburg,1796
2022-11-20,Pitt,297
2022-11-21,Cabarrus,371
2022-11-21,Caldwell,154
2022-11-21,Davidson,282
2022-11-21,Durham,378
2022-11-21,Mecklenburg,1721
2022-11-21,Pitt,284
2022-11-22,Cabarrus,338
2022-11-22,Caldwell,141
2022-11-22,Davidson,258
2022-11-22,Durham,345
2022-11-22,Mecklenburg,1572
2022-11-22,Pitt,260
2022-11-23,Cabarrus,306
2022-11-23,Caldwell,128
2022-11-23,Davidson,233
2022-11-23,Durham,313
2022-11-23,Mecklenburg,1422
2022-11-23,Pitt,235
2022-11-24,Cabarrus,322
2022-11-24,Caldwell,134
2022-11-24,Davidson,245
2022-11-24,Durham,329
2022-11-24,Mecklenburg,1497
2022-11-24,Pitt,247
2022-11-25,Cabarrus,322
2022-11-25,Caldwell,134
2022-11-25,Davidson,245
2022-11-25,Durham,329
2022-11-25,Mecklenburg,1497
2022-11-25,Pitt,247
2022-11-26,Cabarrus,355
2022-11-26,Caldwell,148
2022-11-26,Davidson,270
2022-11-26,Durham,362
2022-11-26,Mecklenburg,1646
2022-11-26,Pitt,272
2022-11-27,Cabarrus,387
2022-11-27,Caldwell,161
2022-11-27,Davidson,295
2022-11-27,Durham,395
2022-11-27,Mecklenburg,1796
2022-11-27,Pitt,297
2022-11-28,Cabarrus,371
2022-11-28,Caldwell,154
2022-11-28,Davidson,282
2022-11-28,Durham,378
2022-11-28,Mecklenburg,1721
2022-11-28,Pitt,284
2022-11-29,Cabarrus,338
2022-11-29,Caldwell,141
2022-11-29,Davidson,258
2022-11-29,Durham,345
2022-11-29,Mecklenburg,1572
2022-11-29,Pitt,260
2022-11-30,Cabarrus,306
2022-11-30,Caldwell,128
2022-11-30,Davidson,233
2022-11-30,Durham,313
2022-11-30,Mecklenburg,1422
2022-11-30,Pitt,235
2022-12-01,Cabarrus,286
2022-12-01,Caldwell,120
2022-12-01,Davidson,228
2022-12-01,Durham,299
2022-12-01,Mecklenburg,1321
2022-12-01,Pitt,212
2022-12-02,Cabarrus,286
2022-12-02,Caldwell,120
2022-12-02,Davidson,228
2022-12-02,Durham,299
2022-12-02,Mecklenburg,1321
2022-12-02,Pitt,212
2022-12-03,Cabarrus,315
2022-12-03,Caldwell,132
2022-12-03,Davidson,251
2022-12-03,Durham,329
